Document_id,clean_text,sentiment
523,watch wife readi turn ten minut talk watch itll get better honey theyll go real world soonwel didnt get better went real world feel like better show barbieland seem realisticther isnt anyth wrong act product script weak particularli get real world peopl dont act like im disappoint actor think thought would great movi howev much letdown,Positive
524,movi much fun start realli strong although stori move away barbieland sooner would like nonetheless regain foot final act particular could stop laugh ryan gosl portray ken song forev stuck headther also plenti good messag taken away experi your insecur middleag male terrifi woman love everyth movi say patriarchi barbi grow consumer much morei excit watch soon pace perfect huge potenti fulli match pure cinemat experi never forget movi,Positive
525,movi way overhyp everyon kept say amaz final go watch thought go storylin good basic corni storylin opinioni didnt care portray ken ryan gosl amaz actor good represent ken come look actual ken doll look way act ken good either didnt get much help writer way wrote part movi much potenti definit let one posit funni part could written much better could much better storylin,Positive
526,margot robbi ryan gosl realli great role barbi kent gosl special hilari expect funni cool deep entertain movi highli disappoint movi terribl preachi end embarrass audienc brain plea preach somewher el furthermor movi divid unit im woman script movi horrend direct plain bad great actress littl say like emma mackey that piti overal huge disappoint miss opportun point margot robbi point ryan gosl point art direct super tacki pinki barbi world,Positive
527,wow see masterpiec come that joke somehow greta gerwig took barbi made movi tackl realli tough social issueswel crazi wow work stori matur thinker plot your done laugh butt youll get realli emot product design point whole movi pink everyth never polar shade melt togeth plea way cours cast margot robbi born play barbi hit home run ryan gosl dude rock ken knock way around world hit back head steal everi scene he would board ken spinoff america ferrara simu liu also great respect role cast overal perfect overal barbi probabl best movi base toy sorri lego movi overal fantast time movi,Positive
528,mr shullivan enjoy first minut full length featur film third song danc number variou ken agre ryan gosl appear main charact barbiedont get wrong ryan gosl margot robbi perform respect doll like roll ken barbi well balanc comed realist deliveri produc appear display ryan gosl ken doll enhanc cgi eight pack abdomen bulg bicep thought vaniti project ryan gosl rather opportun reflect chang world advanc femin barbi vision chang worldth visual multi color pastel remind elvi film blue hawaii sinc barbi elvi popular icon within era downsid barbi film messag person reliant man seem get lost multipl song danc number provid ensembl cast male ken dollsal decent film consid futur film classic memor ryan goslng margot robbi perform worthi academi award like barbi may rememb today memor place time long past era would surpris see tv produc turn barbi film franchis merchandis bonanza weekli minut tv sitcom humbl opinion could hold mr shullivan attent fori give film decent imdb rate,Positive
529,play barbi lot kid thought movi go fun trailer look great thought let girl movi night kick back relax watch funni icon movi favorit toy kid greatli let realli fast movi strong messag woman man world defin role whoever noth movi made laugh felt kinda heavi messag tell definit kid movi either dont think would understand half realli wasnt happi movi,Positive
530,margot best she given film disappoint market fun quirki satir homag movi start way end overdramat speech end clearli tri make audienc feel someth left everyon feel confus say im crotcheti old man im woman im pretti sure im movi target audienc saddest part parent kid theater victim poor market kid movi overal humor fun occas film beauti look whole concept fall apart second half film becom piti parti strong woman,Positive
531,make barbi greta gerwig singlehandedli direct two film ladi bird littl woman girl precipic adolesc nuanc layer portray motherdaught relationship combin imagin visual clever dialogu good given credenti one may expect barbi intellig convinc amus pictur well isntth fantasi comedi begin barbi land place barbi play margot robbi best day everi day compani barbi occasion ken design costum cinematographi excel job recreat mattel vision pink plastic perfect introduct referenti overtli reliant extern film smartli selfawar present world barbi anyth presid physicist journalist lawyer mermaid much like origin toy ken ryan gosl come afterthought exist within warmth barbi gazeth plot set motion barbi begin thought death normal suspend state stand ball foot feel heel hit ground follow wizard oz journey revers parallel explicit ultim pinocchio storylin doll real worldif barbi fulli dedic conceit promis trailer could interest explor way truman show stranger fiction instead film choos introduc hand conflict threat plotlin never fulli realis natur connect barbi girl play doll real world would happen barbi put back box gloria america ferrera receptionist mattel headquart later barbi realworld companion depress eventu resolv gloria daughter sasha ariana greenblatt cross mother board mattel spend one third film hide bush importantli crux thirdact conflict set barbi land renam kendom contradict previous establish world inhabitantstoward final product evolv explicit commentari gender role one side present clueless attentionseek manipul veng film repeatedli take offenc mansplain yet behav blith patronis manner toward viewer much declar support shown pictur reli presum prior experi audienc rather storytel denouement includ one film highlight music number im ken end resolv acknowledg much final scene reduct point offensivebarbi easi eye act rang compet inspir praiseworthi perform lead actor margot robbi pitchperfect barbi ryan gosl shine counterpart often steal show situat comedi slapstick mostli land bon mot funni yet hardli plausibl spoken charactersif better written joyrid pink convert leav blond hair mouth,Positive
532,qualiti humor write movi fun quirki uniqu get weed tri explor deeper theme movi miss middl exposit phase movi must say boreth movi close great incap deliv messag without charact liter give speech worth dialoguewhat could great satir began cleverli funni movi turn preachi moral movi end guess charm first half movi made shortcom,Positive
533,much pain give movi call barbi brilliantli handl fine craft give filmak credit ye somewhat conserv person former law enforc offic im guy like guy thing hell even enjoy battleship movi year ago absolut ridicul fun romp action film also like experi perspect man oh man movi deliv spade pretti much encapsul everyth wife tri convey entir career life experi wrap two hour humor set act abil weav current narr stori perfect dont agre point movi that ok movi wasnt design give balanc perspect men versu woman noholdsbar unapologet crazi ride rant real issu woman face sinc allow real job thing men give well done film blast watch make think done place creativ passion attent detail ill call masterpiec,Positive
534,woman grew barbi excit movi curiou see would evolv stereotyp barbi someth messag movi heavi hand complet lost plot consid propon gender equal aint way get itbarbieland flip script patriarchi real world give woman power leav ken attract accessori ken get glimps real world bring patriarchi barbieland barbi brainwash happen suddenli without much explan ken bumbl fool zero understand govern barbieland fall disarrayth movi solut barbi give lot ted talk patriarchi fool ken war rule isnt point gender equal equalityth feminist messag could much effect laid thick humor nuanc plea stori get lost real world charact dont add much much chang endwhat enjoy act set cours nostalgia,Positive
535,pain say enjoy movi much expect music number humour truli someth whole famili yo enjoybright garish somewhat kitsch expect sure verit cornucopia glitter rainbow wasnt expect film engag there actual real depth wasnt expect open introduct came major surpris pretti much set toneof cours plenti doubl entendr laugh adult enjoy kid doubt chuckl away tooim pretti sure film go win award product well made creativ design visual lot thought gone greta gerwig great jobmargot robbi gloriou barbi ryan gosl great thought pair share terrif scene real chemistri plenti cut one linersgreat use music everyth fit film well,Positive
536,first reason go see itit good fun fairytal comedi top pastich work simpli margot robi ryan gosl great chemistri everybodi sorta agre thatkid probabl target audienc although would watch wouldnt shock someth would mere miss social gender issu joke mani scenesth second reason go see itit realli look part set costum particular impress fun world creat realli look fabul realli appreci movi eyecandi start till finishth third best reason go see iti dude honestli fear worst go along wife honestli expect sugarco fairytal barbieworld touch heart end whatthey somehow creat final gave goosebump terrif feel good vibe cant wish dude watch barbi pictur helloth reason see itif dude dont like men portray weak emot inferior woman better go see men hilari looser whiner movi brilliant perform ryan gosl insecur crybabi cant get barbi love himfear worst end pleasantli supris certainli brilliant movi perfect summer escap movi lot joke wonder feel good vibe,Positive
537,thought would much differ end made feel sad empti ken barbi dont end togeth made ken seem like complet idiot actual present men dumb throughout whole movi im man that true depress sad never way barbi creat know lot peopl wont agre that okay pointless go see good thing barbi aesthet beauti donei like way present men almost like want woman turn men case point movi degrad mani peopl,Negative
538,dont know put spoiler super worn haha put didi clue movi like seem like strang differ type movi go kind movi kid tell everyth perfect noth like thatther coupl young teen girl right mom felt weird know way would bring kid teen see thisth movi realli focus polit gender view one total surpris mether point kind roll eye bit sing kind went also time tearyther sexual refer young kid would understand one part tell specif thing specif thing ken bit strangeth end threw movi seem say equal treat way yet time seem make men mindless idiot also someth one male charact ask end repli woman give seem lead one believ thing exact unlik way thing seem barbi land woman men didnt realli get may last line movi place barbi somewher didnt get point iti heard adult laugh repeatedli kid kind sat silentthi one movi cannot see everi watch fun uniqu see theater also dug set design stuff barbi world cool see,Positive
539,went see today everyon group dress pink readi least entertain pastelcolor camp two hour barbi kind succe love costum set barbieland margot robi fantast actress perfect embodi optimist shecandoital barbi ryan gosl scenesteal hors ob faux mink coatdespit movi whole disappoint much succe campi comedi music number attempt feminist commentari existenti fall flat messag nose spell right audienc one strain brain scene cant funni hit home guitar gag gave colleg flashback littl subtleti could hurti also issu differ barbieland real world accept everyon barbieland talk mani term marvel speak youv watch anyth made past year youll recogn right away know make pop cultur refer like spiderman mcu alien say think bluntest way possibl awkward funni oooor novel new year ago staler pepsi clear oh yeah rememb macarenath barbi ken suppos simplist figur sen emot nuanc howev human real world suppos opposit messi complic charm also talk like feel lazyand existenti theme margot robi barbi get tire ideal independ womanhood etern paradis end choos human embrac mortal mortal ultim give live mean decent theme bad movi never realli delv given lip servic noth moreit cute moment honestli end experi meh hype memor finish product,Positive
540,im sure first movi kept get even fun entertain definit better also surprisingli deal legit seriou stuff barbi weirdli fun movi fill interest concept definit first time that ever done greta gerwig creat whole new style filmmak specif barbi intent weird yet creativ edit awkward cring scene found comedi funni instead cring barbi one origin movi year also one origin movi ive seen know margot robbi ryan gosl gonna carri movi ferrel simu liu whole rest cast also great entertain soundtrack great except nicki minaj ice spice barbi world song absolut terribl billi eilish made tune kept haunt background final get perfect scene play realli best thing song beauti emot anyway barbi lot fun still notic flaw found funni entertain colour creativ fun pure fun someth probabl love even second time see right barbi good time definit recommend movi somehow actual possibl liveact barbi movi need good writer good director good cast deliv mostli,Positive
541,greta gerwig noah baumbach knack incorpor mani littl observ life whether funni deepli interperson screenplay gerwig manag direct great visual clever transitionsunfortun major weak film opinion also lie screenplay deal larger societ issu lack depth possibl understand observ work contextu fall short approach feel crude superfici creat confus overal impress fine craft small observ remain convinc film intellig funni creativ individu level suddenli seem foolish grand scheme thingskey moment film encount inventor fail evok emot come across insincer angri rant struggl woman feel cheap seem lack sensit someon want vent without make effort packag intelligentlyani scene trigger sen injustic express societ critic small moment longer feel precis may even intent appear exagger rather convinc part larger wholeoveral im entir sure make film one hand great time hand left screen mix feelingsmak even confus consist brilliant act perform across board ryan gosl obvious stand,Positive
542,year old daughter wrote follow review post imdb accounta barbi fan excit movi expect lightheart goofi comedi instead got movi felt though didnt know go doingth movi start fun goofi comedi thing start changingth start go wrong barbi go real world fix suppos help person play fix problem barbi land wouldv enough movi keep goinginstead go depth life mother caus problem barbi movi goe total differ directionken see real world patriarchi goe back barbi land replic barbi go back barbi land save new patriarchybi end movi barbi decid live real world ken barbi land basic back littl power upris find treatment ken end hypocrit compar movi suppos messag equalitythi movi write plot bad even feminist acknowledg messag terribl preachi feel though mani differ plot idea couldv good confus togetheron good note act set movi realli good love see plastic barbi hous life movi also funni part wish movi pick clearer direct,Positive
543,honestli doubt movi first surprisingli find realli like quit lotset color barbi land stereotyp barbi live perfect life everi singl day one day show sign beinga human decid go real world find cure order make perfect againbarbi fun movi surprisingli plenti heartwarm moment good messag offer set design eyecatch point well margot robbi ryan gosl nail part gosl mostli shinessometh im pretti sure movi get nomin oscar like best product design best costum design probabl best song billi eilish song beauti stuck head right,Positive
544,walk theatr think yeah good time movi day went kind ok kebab probabl wasnt good ideath film stun product design creativ margot robbi perfectli cast stereotyp barbi part song catchi perform solid type charact portrayingwhen strip away outsid world messag barbi ken poignant moment barbi realis she perfect she made believ ken receiv first modicum acknowledg sentient he ever life also share coupl learn growth moment thought would pay end filmi dont know hope someth would actual enlighten audienc acknowledg thing mess make intent meaning step get u closer understand equal barbi brand histori controversi engrain cultur movi potenti chang perspect world futur could that lot pressur one film knowhowev film absolut immun notsosubtl messag permeat form medium entertain recent fact embrac much scene man walk behind barbi slap backsid broad daylight crowd space front boyfriend kind portray men appear film view worldmayb kind overt comic depict men world gener allow get movi kind enjoy upon reflect realis kind yuckbarbi rare opportun film experi highlight issu real world offer foster idea chang instead receiv divis meanspirit attack half human popul well anyon think famili accept path life also flat foot celluliteif kind switch brain hour bit dont take film serious mayb youll last posit memori see moviebut need enjoy someth need ask,Positive
545,wow movi love letter cinema kubrick refer open soundstag real cgi set danc sequenc like olden day think greas costum wow costum greta gerwig dug deep make masterpiec use technic chop along way cast director also nail everyon wonderfulth act perfect love see varieti barbi screen mani joke would appropri audienc voluntari pg rate wasnt swear nuditi one beach fight amongst ken that realli violenc compar today averag film one harm fake blood usedi actual didnt like end quit annoy rhea perlman play creator barbi made two quip ir get tax evas someth ruth handler never dealt problem sec sign posit mattel earn forecast knew quarter how tough explainirregardless want see movi,Positive
546,watch wife readi turn ten minut talk watch itll get better honey theyll go real world soonwel didnt get better went real world feel like better show barbieland seem realisticther isnt anyth wrong act product script weak particularli get real world peopl dont act like im disappoint actor think thought would great movi howev much letdown,Positive
547,movi much fun start realli strong although stori move away barbieland sooner would like nonetheless regain foot final act particular could stop laugh ryan gosl portray ken song forev stuck headther also plenti good messag taken away experi your insecur middleag male terrifi woman love everyth movi say patriarchi barbi grow consumer much morei excit watch soon pace perfect huge potenti fulli match pure cinemat experi never forget movi,Positive
548,movi way overhyp everyon kept say amaz final go watch thought go storylin good basic corni storylin opinioni didnt care portray ken ryan gosl amaz actor good represent ken come look actual ken doll look way act ken good either didnt get much help writer way wrote part movi much potenti definit let one posit funni part could written much better could much better storylin,Positive
549,margot robbi ryan gosl realli great role barbi kent gosl special hilari expect funni cool deep entertain movi highli disappoint movi terribl preachi end embarrass audienc brain plea preach somewher el furthermor movi divid unit im woman script movi horrend direct plain bad great actress littl say like emma mackey that piti overal huge disappoint miss opportun point margot robbi point ryan gosl point art direct super tacki pinki barbi world,Positive
550,wow see masterpiec come that joke somehow greta gerwig took barbi made movi tackl realli tough social issueswel crazi wow work stori matur thinker plot your done laugh butt youll get realli emot product design point whole movi pink everyth never polar shade melt togeth plea way cours cast margot robbi born play barbi hit home run ryan gosl dude rock ken knock way around world hit back head steal everi scene he would board ken spinoff america ferrara simu liu also great respect role cast overal perfect overal barbi probabl best movi base toy sorri lego movi overal fantast time movi,Positive
551,mr shullivan enjoy first minut full length featur film third song danc number variou ken agre ryan gosl appear main charact barbiedont get wrong ryan gosl margot robbi perform respect doll like roll ken barbi well balanc comed realist deliveri produc appear display ryan gosl ken doll enhanc cgi eight pack abdomen bulg bicep thought vaniti project ryan gosl rather opportun reflect chang world advanc femin barbi vision chang worldth visual multi color pastel remind elvi film blue hawaii sinc barbi elvi popular icon within era downsid barbi film messag person reliant man seem get lost multipl song danc number provid ensembl cast male ken dollsal decent film consid futur film classic memor ryan goslng margot robbi perform worthi academi award like barbi may rememb today memor place time long past era would surpris see tv produc turn barbi film franchis merchandis bonanza weekli minut tv sitcom humbl opinion could hold mr shullivan attent fori give film decent imdb rate,Positive
552,play barbi lot kid thought movi go fun trailer look great thought let girl movi night kick back relax watch funni icon movi favorit toy kid greatli let realli fast movi strong messag woman man world defin role whoever noth movi made laugh felt kinda heavi messag tell definit kid movi either dont think would understand half realli wasnt happi movi,Positive
553,margot best she given film disappoint market fun quirki satir homag movi start way end overdramat speech end clearli tri make audienc feel someth left everyon feel confus say im crotcheti old man im woman im pretti sure im movi target audienc saddest part parent kid theater victim poor market kid movi overal humor fun occas film beauti look whole concept fall apart second half film becom piti parti strong woman,Positive
554,make barbi greta gerwig singlehandedli direct two film ladi bird littl woman girl precipic adolesc nuanc layer portray motherdaught relationship combin imagin visual clever dialogu good given credenti one may expect barbi intellig convinc amus pictur well isntth fantasi comedi begin barbi land place barbi play margot robbi best day everi day compani barbi occasion ken design costum cinematographi excel job recreat mattel vision pink plastic perfect introduct referenti overtli reliant extern film smartli selfawar present world barbi anyth presid physicist journalist lawyer mermaid much like origin toy ken ryan gosl come afterthought exist within warmth barbi gazeth plot set motion barbi begin thought death normal suspend state stand ball foot feel heel hit ground follow wizard oz journey revers parallel explicit ultim pinocchio storylin doll real worldif barbi fulli dedic conceit promis trailer could interest explor way truman show stranger fiction instead film choos introduc hand conflict threat plotlin never fulli realis natur connect barbi girl play doll real world would happen barbi put back box gloria america ferrera receptionist mattel headquart later barbi realworld companion depress eventu resolv gloria daughter sasha ariana greenblatt cross mother board mattel spend one third film hide bush importantli crux thirdact conflict set barbi land renam kendom contradict previous establish world inhabitantstoward final product evolv explicit commentari gender role one side present clueless attentionseek manipul veng film repeatedli take offenc mansplain yet behav blith patronis manner toward viewer much declar support shown pictur reli presum prior experi audienc rather storytel denouement includ one film highlight music number im ken end resolv acknowledg much final scene reduct point offensivebarbi easi eye act rang compet inspir praiseworthi perform lead actor margot robbi pitchperfect barbi ryan gosl shine counterpart often steal show situat comedi slapstick mostli land bon mot funni yet hardli plausibl spoken charactersif better written joyrid pink convert leav blond hair mouth,Positive
555,qualiti humor write movi fun quirki uniqu get weed tri explor deeper theme movi miss middl exposit phase movi must say boreth movi close great incap deliv messag without charact liter give speech worth dialoguewhat could great satir began cleverli funni movi turn preachi moral movi end guess charm first half movi made shortcom,Positive
556,much pain give movi call barbi brilliantli handl fine craft give filmak credit ye somewhat conserv person former law enforc offic im guy like guy thing hell even enjoy battleship movi year ago absolut ridicul fun romp action film also like experi perspect man oh man movi deliv spade pretti much encapsul everyth wife tri convey entir career life experi wrap two hour humor set act abil weav current narr stori perfect dont agre point movi that ok movi wasnt design give balanc perspect men versu woman noholdsbar unapologet crazi ride rant real issu woman face sinc allow real job thing men give well done film blast watch make think done place creativ passion attent detail ill call masterpiec,Positive
557,woman grew barbi excit movi curiou see would evolv stereotyp barbi someth messag movi heavi hand complet lost plot consid propon gender equal aint way get itbarbieland flip script patriarchi real world give woman power leav ken attract accessori ken get glimps real world bring patriarchi barbieland barbi brainwash happen suddenli without much explan ken bumbl fool zero understand govern barbieland fall disarrayth movi solut barbi give lot ted talk patriarchi fool ken war rule isnt point gender equal equalityth feminist messag could much effect laid thick humor nuanc plea stori get lost real world charact dont add much much chang endwhat enjoy act set cours nostalgia,Positive
558,pain say enjoy movi much expect music number humour truli someth whole famili yo enjoybright garish somewhat kitsch expect sure verit cornucopia glitter rainbow wasnt expect film engag there actual real depth wasnt expect open introduct came major surpris pretti much set toneof cours plenti doubl entendr laugh adult enjoy kid doubt chuckl away tooim pretti sure film go win award product well made creativ design visual lot thought gone greta gerwig great jobmargot robbi gloriou barbi ryan gosl great thought pair share terrif scene real chemistri plenti cut one linersgreat use music everyth fit film well,Positive
559,first reason go see itit good fun fairytal comedi top pastich work simpli margot robi ryan gosl great chemistri everybodi sorta agre thatkid probabl target audienc although would watch wouldnt shock someth would mere miss social gender issu joke mani scenesth second reason go see itit realli look part set costum particular impress fun world creat realli look fabul realli appreci movi eyecandi start till finishth third best reason go see iti dude honestli fear worst go along wife honestli expect sugarco fairytal barbieworld touch heart end whatthey somehow creat final gave goosebump terrif feel good vibe cant wish dude watch barbi pictur helloth reason see itif dude dont like men portray weak emot inferior woman better go see men hilari looser whiner movi brilliant perform ryan gosl insecur crybabi cant get barbi love himfear worst end pleasantli supris certainli brilliant movi perfect summer escap movi lot joke wonder feel good vibe,Positive
560,thought would much differ end made feel sad empti ken barbi dont end togeth made ken seem like complet idiot actual present men dumb throughout whole movi im man that true depress sad never way barbi creat know lot peopl wont agre that okay pointless go see good thing barbi aesthet beauti donei like way present men almost like want woman turn men case point movi degrad mani peopl,Negative
561,dont know put spoiler super worn haha put didi clue movi like seem like strang differ type movi go kind movi kid tell everyth perfect noth like thatther coupl young teen girl right mom felt weird know way would bring kid teen see thisth movi realli focus polit gender view one total surpris mether point kind roll eye bit sing kind went also time tearyther sexual refer young kid would understand one part tell specif thing specif thing ken bit strangeth end threw movi seem say equal treat way yet time seem make men mindless idiot also someth one male charact ask end repli woman give seem lead one believ thing exact unlik way thing seem barbi land woman men didnt realli get may last line movi place barbi somewher didnt get point iti heard adult laugh repeatedli kid kind sat silentthi one movi cannot see everi watch fun uniqu see theater also dug set design stuff barbi world cool see,Positive
562,went see today everyon group dress pink readi least entertain pastelcolor camp two hour barbi kind succe love costum set barbieland margot robi fantast actress perfect embodi optimist shecandoital barbi ryan gosl scenesteal hors ob faux mink coatdespit movi whole disappoint much succe campi comedi music number attempt feminist commentari existenti fall flat messag nose spell right audienc one strain brain scene cant funni hit home guitar gag gave colleg flashback littl subtleti could hurti also issu differ barbieland real world accept everyon barbieland talk mani term marvel speak youv watch anyth made past year youll recogn right away know make pop cultur refer like spiderman mcu alien say think bluntest way possibl awkward funni oooor novel new year ago staler pepsi clear oh yeah rememb macarenath barbi ken suppos simplist figur sen emot nuanc howev human real world suppos opposit messi complic charm also talk like feel lazyand existenti theme margot robi barbi get tire ideal independ womanhood etern paradis end choos human embrac mortal mortal ultim give live mean decent theme bad movi never realli delv given lip servic noth moreit cute moment honestli end experi meh hype memor finish product,Positive
563,im sure first movi kept get even fun entertain definit better also surprisingli deal legit seriou stuff barbi weirdli fun movi fill interest concept definit first time that ever done greta gerwig creat whole new style filmmak specif barbi intent weird yet creativ edit awkward cring scene found comedi funni instead cring barbi one origin movi year also one origin movi ive seen know margot robbi ryan gosl gonna carri movi ferrel simu liu whole rest cast also great entertain soundtrack great except nicki minaj ice spice barbi world song absolut terribl billi eilish made tune kept haunt background final get perfect scene play realli best thing song beauti emot anyway barbi lot fun still notic flaw found funni entertain colour creativ fun pure fun someth probabl love even second time see right barbi good time definit recommend movi somehow actual possibl liveact barbi movi need good writer good director good cast deliv mostli,Positive
564,greta gerwig noah baumbach knack incorpor mani littl observ life whether funni deepli interperson screenplay gerwig manag direct great visual clever transitionsunfortun major weak film opinion also lie screenplay deal larger societ issu lack depth possibl understand observ work contextu fall short approach feel crude superfici creat confus overal impress fine craft small observ remain convinc film intellig funni creativ individu level suddenli seem foolish grand scheme thingskey moment film encount inventor fail evok emot come across insincer angri rant struggl woman feel cheap seem lack sensit someon want vent without make effort packag intelligentlyani scene trigger sen injustic express societ critic small moment longer feel precis may even intent appear exagger rather convinc part larger wholeoveral im entir sure make film one hand great time hand left screen mix feelingsmak even confus consist brilliant act perform across board ryan gosl obvious stand,Positive
565,year old daughter wrote follow review post imdb accounta barbi fan excit movi expect lightheart goofi comedi instead got movi felt though didnt know go doingth movi start fun goofi comedi thing start changingth start go wrong barbi go real world fix suppos help person play fix problem barbi land wouldv enough movi keep goinginstead go depth life mother caus problem barbi movi goe total differ directionken see real world patriarchi goe back barbi land replic barbi go back barbi land save new patriarchybi end movi barbi decid live real world ken barbi land basic back littl power upris find treatment ken end hypocrit compar movi suppos messag equalitythi movi write plot bad even feminist acknowledg messag terribl preachi feel though mani differ plot idea couldv good confus togetheron good note act set movi realli good love see plastic barbi hous life movi also funni part wish movi pick clearer direct,Positive
566,honestli doubt movi first surprisingli find realli like quit lotset color barbi land stereotyp barbi live perfect life everi singl day one day show sign beinga human decid go real world find cure order make perfect againbarbi fun movi surprisingli plenti heartwarm moment good messag offer set design eyecatch point well margot robbi ryan gosl nail part gosl mostli shinessometh im pretti sure movi get nomin oscar like best product design best costum design probabl best song billi eilish song beauti stuck head right,Positive
567,walk theatr think yeah good time movi day went kind ok kebab probabl wasnt good ideath film stun product design creativ margot robbi perfectli cast stereotyp barbi part song catchi perform solid type charact portrayingwhen strip away outsid world messag barbi ken poignant moment barbi realis she perfect she made believ ken receiv first modicum acknowledg sentient he ever life also share coupl learn growth moment thought would pay end filmi dont know hope someth would actual enlighten audienc acknowledg thing mess make intent meaning step get u closer understand equal barbi brand histori controversi engrain cultur movi potenti chang perspect world futur could that lot pressur one film knowhowev film absolut immun notsosubtl messag permeat form medium entertain recent fact embrac much scene man walk behind barbi slap backsid broad daylight crowd space front boyfriend kind portray men appear film view worldmayb kind overt comic depict men world gener allow get movi kind enjoy upon reflect realis kind yuckbarbi rare opportun film experi highlight issu real world offer foster idea chang instead receiv divis meanspirit attack half human popul well anyon think famili accept path life also flat foot celluliteif kind switch brain hour bit dont take film serious mayb youll last posit memori see moviebut need enjoy someth need ask,Positive
568,wow movi love letter cinema kubrick refer open soundstag real cgi set danc sequenc like olden day think greas costum wow costum greta gerwig dug deep make masterpiec use technic chop along way cast director also nail everyon wonderfulth act perfect love see varieti barbi screen mani joke would appropri audienc voluntari pg rate wasnt swear nuditi one beach fight amongst ken that realli violenc compar today averag film one harm fake blood usedi actual didnt like end quit annoy rhea perlman play creator barbi made two quip ir get tax evas someth ruth handler never dealt problem sec sign posit mattel earn forecast knew quarter how tough explainirregardless want see movi,Positive
569,watch wife readi turn ten minut talk watch itll get better honey theyll go real world soonwel didnt get better went real world feel like better show barbieland seem realisticther isnt anyth wrong act product script weak particularli get real world peopl dont act like im disappoint actor think thought would great movi howev much letdown,Positive
570,movi much fun start realli strong although stori move away barbieland sooner would like nonetheless regain foot final act particular could stop laugh ryan gosl portray ken song forev stuck headther also plenti good messag taken away experi your insecur middleag male terrifi woman love everyth movi say patriarchi barbi grow consumer much morei excit watch soon pace perfect huge potenti fulli match pure cinemat experi never forget movi,Positive
571,movi way overhyp everyon kept say amaz final go watch thought go storylin good basic corni storylin opinioni didnt care portray ken ryan gosl amaz actor good represent ken come look actual ken doll look way act ken good either didnt get much help writer way wrote part movi much potenti definit let one posit funni part could written much better could much better storylin,Positive
572,margot robbi ryan gosl realli great role barbi kent gosl special hilari expect funni cool deep entertain movi highli disappoint movi terribl preachi end embarrass audienc brain plea preach somewher el furthermor movi divid unit im woman script movi horrend direct plain bad great actress littl say like emma mackey that piti overal huge disappoint miss opportun point margot robbi point ryan gosl point art direct super tacki pinki barbi world,Positive
573,wow see masterpiec come that joke somehow greta gerwig took barbi made movi tackl realli tough social issueswel crazi wow work stori matur thinker plot your done laugh butt youll get realli emot product design point whole movi pink everyth never polar shade melt togeth plea way cours cast margot robbi born play barbi hit home run ryan gosl dude rock ken knock way around world hit back head steal everi scene he would board ken spinoff america ferrara simu liu also great respect role cast overal perfect overal barbi probabl best movi base toy sorri lego movi overal fantast time movi,Positive
574,mr shullivan enjoy first minut full length featur film third song danc number variou ken agre ryan gosl appear main charact barbiedont get wrong ryan gosl margot robbi perform respect doll like roll ken barbi well balanc comed realist deliveri produc appear display ryan gosl ken doll enhanc cgi eight pack abdomen bulg bicep thought vaniti project ryan gosl rather opportun reflect chang world advanc femin barbi vision chang worldth visual multi color pastel remind elvi film blue hawaii sinc barbi elvi popular icon within era downsid barbi film messag person reliant man seem get lost multipl song danc number provid ensembl cast male ken dollsal decent film consid futur film classic memor ryan goslng margot robbi perform worthi academi award like barbi may rememb today memor place time long past era would surpris see tv produc turn barbi film franchis merchandis bonanza weekli minut tv sitcom humbl opinion could hold mr shullivan attent fori give film decent imdb rate,Positive
575,play barbi lot kid thought movi go fun trailer look great thought let girl movi night kick back relax watch funni icon movi favorit toy kid greatli let realli fast movi strong messag woman man world defin role whoever noth movi made laugh felt kinda heavi messag tell definit kid movi either dont think would understand half realli wasnt happi movi,Positive
576,margot best she given film disappoint market fun quirki satir homag movi start way end overdramat speech end clearli tri make audienc feel someth left everyon feel confus say im crotcheti old man im woman im pretti sure im movi target audienc saddest part parent kid theater victim poor market kid movi overal humor fun occas film beauti look whole concept fall apart second half film becom piti parti strong woman,Positive
